id,mjd,ra,dec,f0,f1,f2,f3,f4,f5,f6,f7,reconstruction,energy,drlogl
52,56763.54482629,4.2939615,-0.91579896,1.6997482996030249,-2.675839821487094,-2.702771481180433,62.35160925501236,14.650161849166157,-0.9977578082661025,0.7435459155313815,-3.0914416284255,Shower,138347.9,-0.020780763
54,56769.02960912,2.8456986,0.36399838,1.2067979533839697,2.8456984826300284,1.7796952822419012,129.05386964286936,43.4366333270065,1.0,0.0,0.0,Shower,45508.66,-0.006225113
56,56817.38958876,4.7753353,-0.8189167,2.597657510070967,-1.5130790453368232,3.126181322664719,166.19443252968287,20.110637018251577,0.9792691226923526,0.15905659591176163,-0.003064665275248998,Shower,103131.61,-0.0045869383
57,56830.52666219,1.9485625,-1.0136929,1.8981297282344511,2.8315787236133114,2.7395685868736983,25.076403973730336,12.063877450692695,-0.9387792264463154,0.462950517263725,2.9991497908551734,Shower,130239.625,-0.040633496
58,56859.75883341,1.7329972,-0.528983,2.2856673625202757,1.7914245089397216,-2.865682935714473,488.8161368396383,82.95375858822298,0.9844330328199558,0.12826647744398456,-0.01660431173235589,Track,45785.402,-0.8856268
59,56922.58531283,1.1126932,0.33846277,3.068444612487749,2.1446553628204694,-2.2429264271440106,77.68865667798293,102.07240218611632,1.0,2.5154199888057254,1.388769216772405,Shower,115706.945,-0.018560834
60,56931.93111502,1.1458166,-0.6041643,1.122485106079259,0.9690969004124342,1.4445110790492037,60.74553352172634,14.84902530299025,0.9990699076500961,1.2536941778029091,-1.529497728688861,Shower,89675.95,-0.0057665217
64,57036.74378683,2.0484765,-0.5780187,2.2826919827891294,2.1600874614145975,-2.9969830737295067,387.59976246862317,189.0118470793024,-0.9210310588078886,0.010000000000001442,1.0048710429587564,Shower,66139.38,-0.038660794
65,57051.66379639,4.566897,-0.31762764,3.1005814428745304,1.2685261540141646,3.076738122747179,9.722951587480622,17.538873175335404,-0.8963485753376774,0.054106774724078356,2.4141424440019574,Shower,36936.973,-0.01749933
66,57053.12727769,3.3485122,1.3235577,0.18667929820604431,2.4821586719277415,1.6999512718072736,188.78509510660692,96.10699673070049,-0.9527588100505506,0.0,0.0,Shower,83366.85,-0.033920653
67,57079.96533282,5.999406,0.09598294,1.474813387803131,-0.28377923263183313,-3.139626282675614,121.19266668318271,30.58717094934289,1.0,0.0,0.0,Shower,155958.45,-0.027774367
68,57081.53527555,4.952305,-0.4286628,1.999459133653549,-1.330880702695259,2.9725010558559397,71.07543953202416,13.092569168086692,1.0,0.0,0.0,Shower,61357.676,-0.085508056
70,57134.39813119,1.6989866,-0.46589258,2.0366889208268635,1.6989866233761919,1.5639545814017553,92.64028690018452,17.255848078299923,1.0,0.0,0.0,Shower,91619.81,-0.048772935
71,57140.47277312,1.4111851,-0.36213863,1.93293496250728,1.411185136531845,1.8824480438704279,29044.74448990356,10170.348602654098,1.0,0.0,0.0,Track,70205.95,-13.41116
72,57144.29607774,4.734983,0.5869983,2.92229991295663,-1.4274274796011694,2.3705401186434285,63.41696305974502,84.39104707107423,-1.0,3.0496176176636105,0.8788194017318426,Shower,34811.117,0.005867194
74,57157.00078113,6.0503416,-0.00066549866,1.5714618254467145,-0.23284382926870326,1.4140961555147118,685.811854048004,72.10477232553242,1.0,0.0,0.0,Track,36494.023,-0.5528483
75,57168.40450292,5.023464,1.181696,2.8913008484816918,-1.0684348705912616,-2.1536073287476887,142.81657259079248,85.43899919748387,-0.8512613473573011,3.041127485495813,-1.4137199038128896,Shower,153763.84,-0.0030571548
76,57276.56530234,4.190398,0.0013332728,1.5694630540645724,-2.0927868649380765,2.0953949772423823,2597.4158893288873,270.02641394269403,1.0,0.0,0.0,Track,117867.22,-2.4562361
77,57285.01732042,0.47040176,-0.0012176201,1.5720139469138572,0.47040177282707507,1.540889566314055,12674.215679719584,3745.45768868037,1.0,0.0,0.0,Track,37655.09,-0.99680513
78,57363.44233449,6.268503,0.12919393,1.4416023930568627,-0.01468226659064379,1.7083419823600727,3388.4736027798003,670.6447110631273,1.0,0.0,0.0,Track,52165.926,-1.979954
79,57365.75249097,0.11913122,-0.08193196,1.6527282927151477,0.11913122027102578,1.5680139491022507,62.77942484142649,25.92201208892709,1.0,0.0,0.0,Shower,153956.95,-0.07962394
80,57386.3587704,2.9622705,0.12234207,2.8295919105563048,-3.06841283427278,2.6636014565852952,50.58504736981669,120.87858310523639,-1.0,0.3917633520850498,0.7327626490874065,Shower,73313.586,-0.028440299
