log10(E/GeV),Zenith[deg],direction
2.93,117.703,up-going
5.62,59.84,down-going
4.8,31.107,down-going
3.35,96.808,up-going
3.27,115.884,up-going
4.72,40.529,down-going
2.95,91.049,up-going
2.95,130.421,up-going
4.91,50.067,down-going
5.08,56.368,down-going
5.36,50.343,down-going
5.2,19.729,down-going
3.37,99.748,up-going
3.01,158.313,up-going
3.2,105.47,up-going
2.96,103.89,up-going
4.98,33.982,down-going
2.95,163.507,up-going
2.73,107.038,up-going
3.02,135.573,up-going
3.01,107.91,up-going
2.83,95.929,up-going
2.89,132.028,up-going
3.25,118.203,up-going
2.83,95.514,up-going
4.63,7.84,down-going
2.91,107.552,up-going
3.11,110.072,up-going
3.05,109.724,up-going
2.83,121.149,up-going
3.0,113.223,up-going
3.97,72.65,down-going
4.43,1.704,down-going
3.13,127.371,up-going
5.24,51.776,down-going
2.9,106.398,up-going
3.01,117.073,up-going
3.05,89.886,down-going
2.68,122.926,up-going
3.21,135.492,up-going
2.94,108.935,up-going
4.77,38.51,down-going
4.71,56.231,down-going
2.69,103.305,up-going
3.04,94.523,up-going
4.84,62.151,down-going
5.57,51.117,down-going
4.01,134.794,up-going
3.19,131.79,up-going
2.77,93.104,up-going
3.11,118.541,up-going
5.15,57.152,down-going
2.81,93.27,up-going
2.59,101.949,up-going
2.61,95.721,up-going
4.91,49.888,down-going
2.85,103.89,up-going
2.92,135.437,up-going
5.35,32.648,down-going
2.7,113.342,up-going
2.87,91.185,up-going
3.08,90.699,up-going
2.93,88.266,down-going
5.61,66.243,down-going
3.04,96.577,up-going
3.04,102.805,up-going
5.62,40.276,down-going
2.7,172.595,up-going
2.81,105.164,up-going
2.98,140.261,up-going
5.88,44.547,down-going
3.38,127.005,up-going
2.78,116.273,up-going
5.36,19.936,down-going
3.06,95.862,up-going
5.47,34.539,down-going
3.04,152.964,up-going
5.52,63.624,down-going
3.06,120.153,up-going
3.18,119.056,up-going
2.93,94.176,up-going
5.14,28.567,down-going
2.76,90.582,up-going
2.94,125.978,up-going
4.93,66.705,down-going
3.14,121.056,up-going
2.86,95.755,up-going
2.76,154.043,up-going
3.32,88.036,down-going
3.16,98.524,up-going
5.18,38.261,down-going
2.88,97.389,up-going
4.34,73.603,down-going
5.13,32.872,down-going
2.86,122.923,up-going
3.69,79.88,down-going
3.12,90.636,up-going
2.99,100.48,up-going
3.2,107.024,up-going
2.98,133.923,up-going
3.26,92.498,up-going
4.79,55.731,down-going
2.73,108.483,up-going
2.77,162.879,up-going
3.22,123.397,up-going
5.44,42.513,down-going
4.97,55.024,down-going
3.16,113.068,up-going
5.43,62.749,down-going
3.0,133.226,up-going
2.85,124.813,up-going
2.89,129.949,up-going
4.27,78.369,down-going
5.26,47.264,down-going
5.64,51.987,down-going
3.22,109.844,up-going
3.05,102.934,up-going
2.9,104.349,up-going
2.93,108.924,up-going
2.92,127.279,up-going
2.77,150.06,up-going
3.0,87.443,down-going
3.05,110.554,up-going
4.4,21.963,down-going
5.49,23.787,down-going
3.03,121.098,up-going
3.22,124.105,up-going
3.12,88.668,down-going
4.77,32.487,down-going
2.73,168.654,up-going
2.95,163.476,up-going
3.22,84.72,down-going
2.93,141.036,up-going
3.01,101.61,up-going
3.07,128.058,up-going
2.98,103.672,up-going
2.99,171.122,up-going
4.49,73.245,down-going
2.83,96.06,up-going
2.88,119.223,up-going
4.78,64.533,down-going
4.34,73.321,down-going
2.82,95.409,up-going
4.85,36.777,down-going
2.76,87.015,down-going
2.93,128.198,up-going
3.18,123.139,up-going
2.86,109.957,up-going
2.85,125.341,up-going
5.41,33.279,down-going
3.42,115.401,up-going
4.93,13.102,down-going
2.77,106.296,up-going
4.6,71.295,down-going
4.58,49.832,down-going
5.43,46.028,down-going
3.01,158.208,up-going
4.75,67.773,down-going
2.86,125.366,up-going
4.73,64.57,down-going
2.83,104.375,up-going
5.02,55.31,down-going
2.87,95.664,up-going
2.89,117.785,up-going
5.43,30.35,down-going
2.89,88.961,down-going
2.83,111.374,up-going
2.55,109.022,up-going
2.98,92.362,up-going
3.0,100.683,up-going
4.97,57.634,down-going
5.3,35.412,down-going
2.32,155.652,up-going
2.91,92.877,up-going
3.4,86.336,down-going
4.91,60.331,down-going
4.67,73.424,down-going
2.66,148.541,up-going
4.83,56.238,down-going
3.14,146.235,up-going
2.96,114.969,up-going
2.91,105.975,up-going
4.78,63.829,down-going
2.97,99.548,up-going
3.4,137.765,up-going
4.99,58.946,down-going
4.93,23.342,down-going
3.01,89.695,down-going
3.23,133.343,up-going
4.7,23.563,down-going
2.91,99.386,up-going
4.27,68.205,down-going
2.93,89.067,down-going
2.91,88.501,down-going
2.89,131.33,up-going
2.98,130.194,up-going
2.92,144.598,up-going
3.17,92.471,up-going
2.96,116.231,up-going
2.72,166.116,up-going
5.09,43.82,down-going
3.09,91.748,up-going
2.91,144.815,up-going
4.15,77.075,down-going
2.82,108.705,up-going
2.86,103.288,up-going
2.97,110.735,up-going
2.95,131.278,up-going
2.67,113.364,up-going
2.85,143.979,up-going
2.96,109.536,up-going
2.91,101.384,up-going
2.9,117.832,up-going
4.81,63.744,down-going
3.21,136.177,up-going
5.31,59.065,down-going
3.03,101.724,up-going
2.68,102.376,up-going
4.66,50.621,down-going
2.77,95.988,up-going
3.06,106.619,up-going
5.17,64.203,down-going
3.78,122.475,up-going
3.03,112.182,up-going
3.2,92.532,up-going
4.91,39.031,down-going
3.55,87.472,down-going
2.93,120.775,up-going
3.15,116.646,up-going
3.1,95.116,up-going
5.77,65.284,down-going
3.42,84.65,down-going
5.22,7.075,down-going
4.87,62.457,down-going
2.64,162.656,up-going
4.6,72.645,down-going
3.09,135.039,up-going
3.18,84.222,down-going
2.75,94.616,up-going
3.3,107.216,up-going
3.19,104.275,up-going
3.22,134.048,up-going
3.38,97.546,up-going
3.05,149.131,up-going
2.8,120.48,up-going
3.01,99.295,up-going
3.09,138.079,up-going
3.17,119.106,up-going
5.11,37.277,down-going
2.89,90.105,up-going
3.06,90.787,up-going
3.54,91.232,up-going
3.05,132.907,up-going
4.7,73.1,down-going
2.95,117.841,up-going
3.01,146.728,up-going
5.13,73.495,down-going
5.59,21.675,down-going
5.09,23.528,down-going
2.72,166.327,up-going
3.08,100.739,up-going
3.21,133.533,up-going
4.73,67.885,down-going
3.03,125.048,up-going
2.77,140.705,up-going
2.91,123.745,up-going
3.2,129.594,up-going
5.21,25.665,down-going
4.48,74.436,down-going
3.29,95.263,up-going
5.55,34.384,down-going
2.89,129.148,up-going
2.75,110.387,up-going
3.01,136.336,up-going
3.12,129.668,up-going
2.88,108.139,up-going
3.01,90.611,up-going
2.99,92.09,up-going
2.76,119.269,up-going
2.98,113.136,up-going
5.07,58.295,down-going
4.0,82.546,down-going
2.88,95.813,up-going
4.69,17.967,down-going
2.99,93.599,up-going
3.63,90.62,up-going
2.99,88.149,down-going
2.86,140.191,up-going
3.18,152.808,up-going
2.52,173.165,up-going
2.67,104.972,up-going
2.99,112.987,up-going
2.68,95.179,up-going
2.9,90.801,up-going
3.33,112.026,up-going
3.2,94.93,up-going
2.96,109.109,up-going
4.94,57.259,down-going
3.03,86.909,down-going
2.87,96.349,up-going
3.11,95.154,up-going
2.89,134.006,up-going
2.72,104.762,up-going
2.74,96.211,up-going
2.93,101.044,up-going
2.73,125.417,up-going
4.92,56.75,down-going
2.94,93.226,up-going
3.27,149.305,up-going
2.83,108.861,up-going
2.88,124.407,up-going
2.77,122.564,up-going
2.8,99.522,up-going
4.5,73.715,down-going
3.4,102.442,up-going
3.33,111.27,up-going
5.2,22.514,down-going
2.96,89.91,down-going
2.91,130.317,up-going
3.11,105.549,up-going
2.87,112.715,up-going
2.84,98.645,up-going
5.09,33.399,down-going
4.77,13.163,down-going
2.75,119.102,up-going
3.08,102.232,up-going
2.96,117.709,up-going
3.88,79.138,down-going
2.85,101.891,up-going
2.97,132.583,up-going
4.71,67.719,down-going
3.18,98.009,up-going
3.04,97.566,up-going
3.16,105.853,up-going
2.85,133.334,up-going
2.99,114.026,up-going
4.78,19.894,down-going
5.16,55.687,down-going
2.77,128.823,up-going
2.88,138.205,up-going
4.53,60.923,down-going
2.84,156.807,up-going
3.13,141.015,up-going
3.19,89.341,down-going
5.25,26.265,down-going
3.1,128.399,up-going
3.3,116.241,up-going
4.74,29.418,down-going
4.42,73.058,down-going
5.42,51.833,down-going
4.82,54.613,down-going
4.83,38.973,down-going
3.29,87.126,down-going
4.81,31.249,down-going
3.14,84.478,down-going
5.01,62.804,down-going
3.08,123.169,up-going
2.94,106.698,up-going
4.65,55.049,down-going
2.97,87.283,down-going
3.34,84.156,down-going
3.16,100.747,up-going
2.99,152.69,up-going
2.72,103.903,up-going
5.3,25.862,down-going
3.67,118.786,up-going
2.97,89.832,down-going
3.41,109.665,up-going
5.22,21.114,down-going
5.54,38.057,down-going
3.0,90.251,up-going
3.12,95.672,up-going
2.97,138.911,up-going
3.03,92.925,up-going
2.77,139.469,up-going
3.38,93.175,up-going
1.69,123.985,up-going
5.14,20.929,down-going
2.76,105.765,up-going
5.43,20.272,down-going
3.55,84.455,down-going
2.92,95.762,up-going
3.14,111.217,up-going
4.72,52.564,down-going
2.69,162.67,up-going
4.31,68.786,down-going
4.73,55.449,down-going
2.67,92.922,up-going
3.65,131.358,up-going
3.17,96.35,up-going
3.13,122.641,up-going
4.92,60.228,down-going
2.94,122.317,up-going
2.88,92.963,up-going
2.85,120.342,up-going
2.9,144.256,up-going
2.99,129.461,up-going
4.34,8.403,down-going
3.03,113.785,up-going
2.94,93.841,up-going
2.71,107.3,up-going
2.98,118.33,up-going
2.07,102.396,up-going
2.8,131.098,up-going
2.97,92.585,up-going
5.6,62.279,down-going
2.76,108.776,up-going
5.62,66.741,down-going
3.2,98.224,up-going
3.24,92.504,up-going
2.96,160.47,up-going
2.79,129.353,up-going
3.0,93.91,up-going
3.14,115.952,up-going
3.43,128.429,up-going
3.12,135.257,up-going
3.26,104.791,up-going
4.97,69.524,down-going
2.77,138.554,up-going
4.05,78.366,down-going
3.0,113.233,up-going
2.84,109.901,up-going
4.7,27.722,down-going
3.22,85.432,down-going
4.3,72.943,down-going
6.04,44.32,down-going
2.77,87.327,down-going
2.74,143.912,up-going
3.64,80.472,down-going
4.71,27.179,down-going
5.08,45.175,down-going
4.0,151.757,up-going
3.06,148.704,up-going
5.1,53.28,down-going
2.95,89.847,down-going
2.88,89.806,down-going
2.91,111.209,up-going
6.5,53.531,down-going
3.6,105.66,up-going
3.12,124.183,up-going
3.35,103.947,up-going
2.63,147.113,up-going
4.51,55.013,down-going
3.03,130.28,up-going
4.42,75.359,down-going
3.07,93.687,up-going
4.47,74.451,down-going
4.99,49.978,down-going
2.93,125.358,up-going
2.88,92.23,up-going
4.57,41.432,down-going
3.24,130.36,up-going
2.68,170.475,up-going
2.88,114.96,up-going
2.48,165.772,up-going
5.14,27.752,down-going
4.75,67.433,down-going
2.89,165.48,up-going
5.48,45.614,down-going
2.84,95.399,up-going
2.73,98.154,up-going
2.93,93.524,up-going
3.23,84.855,down-going
2.83,108.155,up-going
3.19,175.387,up-going
3.25,119.073,up-going
2.9,135.948,up-going
4.95,44.479,down-going
3.29,101.268,up-going
2.99,150.373,up-going
2.95,135.224,up-going
2.82,136.263,up-going
3.66,95.267,up-going
2.89,147.437,up-going
5.17,54.043,down-going
2.76,95.741,up-going
3.13,140.244,up-going
2.9,95.81,up-going
2.91,88.035,down-going
2.99,93.761,up-going
4.6,78.83,down-going
3.12,108.181,up-going
3.0,113.821,up-going
3.08,110.17,up-going
4.84,42.706,down-going
3.25,89.948,down-going
4.32,74.097,down-going
4.62,40.553,down-going
3.13,136.287,up-going
4.55,71.327,down-going
3.29,128.469,up-going
2.95,90.509,up-going
3.02,158.485,up-going
3.05,114.001,up-going
2.84,103.983,up-going
2.81,124.133,up-going
4.85,52.612,down-going
3.0,166.679,up-going
2.89,108.548,up-going
3.13,116.382,up-going
2.77,156.356,up-going
3.09,97.803,up-going
2.62,100.575,up-going
5.38,29.004,down-going
2.77,103.343,up-going
2.85,90.866,up-going
3.18,133.572,up-going
2.86,92.271,up-going
2.15,112.3,up-going
5.0,34.863,down-going
2.99,93.648,up-going
4.54,23.488,down-going
5.65,46.815,down-going
3.07,102.393,up-going
2.89,91.224,up-going
3.22,92.866,up-going
3.0,99.387,up-going
3.18,94.786,up-going
2.94,138.587,up-going
3.22,108.104,up-going
4.65,32.224,down-going
3.35,115.255,up-going
2.79,118.961,up-going
3.06,119.851,up-going
3.4,109.129,up-going
3.28,101.915,up-going
5.22,61.069,down-going
2.88,121.821,up-going
3.0,91.276,up-going
4.89,43.715,down-going
5.34,48.915,down-going
2.87,131.375,up-going
2.85,94.891,up-going
2.92,160.743,up-going
2.97,97.188,up-going
2.93,115.314,up-going
5.08,31.797,down-going
3.13,97.818,up-going
2.96,124.433,up-going
2.95,85.892,down-going
5.07,63.655,down-going
3.99,81.107,down-going
4.85,46.782,down-going
2.86,115.299,up-going
2.93,102.818,up-going
5.06,46.649,down-going
2.57,92.024,up-going
2.92,148.45,up-going
2.61,167.409,up-going
2.88,112.576,up-going
2.97,174.898,up-going
4.65,49.703,down-going
3.42,112.539,up-going
2.8,100.208,up-going
2.97,97.533,up-going
3.23,101.827,up-going
2.86,107.484,up-going
2.99,96.737,up-going
3.05,120.168,up-going
3.06,109.232,up-going
2.83,95.129,up-going
2.66,94.388,up-going
3.08,89.818,down-going
3.14,119.873,up-going
3.13,146.37,up-going
3.15,93.667,up-going
2.77,114.141,up-going
2.97,99.494,up-going
2.87,147.098,up-going
4.86,17.448,down-going
4.52,77.255,down-going
3.15,109.133,up-going
3.18,102.914,up-going
2.85,99.272,up-going
2.95,141.553,up-going
3.05,171.133,up-going
5.51,39.546,down-going
2.94,130.612,up-going
2.99,102.72,up-going
3.55,126.034,up-going
2.81,132.533,up-going
3.06,127.003,up-going
4.72,24.688,down-going
4.92,58.393,down-going
4.12,82.508,down-going
4.29,70.852,down-going
2.93,95.098,up-going
5.41,50.253,down-going
4.71,39.397,down-going
2.68,111.149,up-going
3.36,98.742,up-going
4.93,53.946,down-going
3.08,113.905,up-going
3.16,142.285,up-going
5.75,28.255,down-going
3.13,88.014,down-going
2.81,93.809,up-going
4.72,44.504,down-going
2.97,141.956,up-going
2.85,137.932,up-going
4.99,58.53,down-going
2.92,109.443,up-going
2.65,100.015,up-going
4.67,29.285,down-going
3.08,129.854,up-going
2.94,123.171,up-going
5.34,53.932,down-going
2.87,95.502,up-going
3.18,131.434,up-going
3.08,101.503,up-going
3.02,106.317,up-going
4.8,61.661,down-going
5.14,50.63,down-going
2.85,86.324,down-going
2.9,109.527,up-going
3.05,98.682,up-going
2.81,97.775,up-going
2.9,128.855,up-going
3.06,92.145,up-going
4.9,18.82,down-going
5.06,58.678,down-going
4.34,36.497,down-going
5.07,65.11,down-going
5.07,36.351,down-going
2.98,137.575,up-going
2.8,84.522,down-going
3.08,129.191,up-going
2.8,120.845,up-going
2.92,84.481,down-going
2.99,102.284,up-going
3.28,114.698,up-going
2.77,102.17,up-going
4.63,16.185,down-going
2.4,166.191,up-going
5.13,56.796,down-going
4.48,69.507,down-going
3.12,97.736,up-going
2.64,167.719,up-going
2.93,111.745,up-going
4.77,67.753,down-going
2.86,130.833,up-going
2.84,93.014,up-going
2.83,135.015,up-going
3.19,90.129,up-going
2.99,90.563,up-going
3.01,136.547,up-going
2.76,104.245,up-going
3.18,97.728,up-going
3.09,106.332,up-going
5.63,42.243,down-going
4.93,52.846,down-going
2.31,151.85,up-going
5.03,66.205,down-going
3.98,78.017,down-going
4.95,58.598,down-going
5.69,38.166,down-going
3.02,101.343,up-going
3.35,88.829,down-going
2.84,94.753,up-going
5.18,50.978,down-going
2.95,95.509,up-going
2.89,128.688,up-going
5.09,58.164,down-going
2.86,103.303,up-going
5.34,34.841,down-going
2.93,137.853,up-going
5.21,59.47,down-going
3.01,138.091,up-going
2.79,173.979,up-going
4.67,16.702,down-going
2.81,113.58,up-going
3.58,97.29,up-going
2.9,140.331,up-going
2.8,90.394,up-going
2.86,98.598,up-going
3.19,141.846,up-going
5.14,50.12,down-going
5.02,61.429,down-going
5.02,58.574,down-going
3.13,154.636,up-going
5.22,48.347,down-going
2.92,93.282,up-going
2.9,94.933,up-going
4.62,70.794,down-going
2.91,138.228,up-going
4.97,62.886,down-going
3.16,122.474,up-going
2.97,113.829,up-going
3.19,94.204,up-going
4.56,66.054,down-going
2.84,119.431,up-going
5.01,22.039,down-going
4.84,62.541,down-going
3.01,100.49,up-going
5.49,50.617,down-going
2.98,136.431,up-going
4.52,72.534,down-going
5.45,38.285,down-going
2.94,139.025,up-going
4.41,72.689,down-going
4.68,64.589,down-going
3.32,132.138,up-going
5.49,35.957,down-going
2.7,109.727,up-going
2.86,91.766,up-going
3.16,88.248,down-going
2.94,99.057,up-going
2.92,94.872,up-going
2.89,137.045,up-going
5.0,50.604,down-going
2.8,134.269,up-going
2.76,90.159,up-going
3.19,94.525,up-going
3.16,108.425,up-going
3.14,99.402,up-going
5.4,28.574,down-going
2.85,90.783,up-going
5.15,23.816,down-going
3.52,90.839,up-going
3.03,98.518,up-going
5.23,54.048,down-going
2.78,111.421,up-going
2.85,100.238,up-going
2.86,99.64,up-going
4.92,64.187,down-going
3.16,113.708,up-going
2.85,162.63,up-going
2.72,147.08,up-going
3.04,130.435,up-going
3.1,142.295,up-going
3.23,113.933,up-going
2.66,141.928,up-going
3.05,98.471,up-going
2.95,108.793,up-going
3.0,143.908,up-going
2.91,123.995,up-going
4.73,69.581,down-going
3.03,114.736,up-going
2.75,145.651,up-going
5.51,44.788,down-going
3.06,116.404,up-going
3.12,153.981,up-going
2.83,89.687,down-going
2.94,139.496,up-going
2.81,92.699,up-going
3.06,108.64,up-going
2.82,140.273,up-going
3.04,128.798,up-going
3.12,98.765,up-going
3.05,107.68,up-going
5.39,48.233,down-going
2.83,110.97,up-going
5.26,31.484,down-going
2.74,145.536,up-going
5.25,30.738,down-going
4.8,64.618,down-going
2.9,86.652,down-going
2.89,145.732,up-going
2.77,95.131,up-going
2.96,114.898,up-going
2.7,149.283,up-going
4.83,39.356,down-going
5.43,39.706,down-going
5.04,32.868,down-going
2.87,120.346,up-going
3.22,129.913,up-going
4.9,42.545,down-going
2.81,115.122,up-going
4.96,69.868,down-going
5.27,35.339,down-going
3.35,96.406,up-going
4.81,70.19,down-going
3.36,86.535,down-going
2.27,96.51,up-going
2.81,116.437,up-going
3.13,161.157,up-going
3.04,123.685,up-going
2.71,115.199,up-going
3.03,109.269,up-going
3.08,116.31,up-going
2.97,83.451,down-going
5.66,44.012,down-going
2.75,129.782,up-going
5.02,54.551,down-going
5.06,32.919,down-going
3.25,91.669,up-going
5.73,43.308,down-going
3.04,144.764,up-going
4.88,48.874,down-going
2.9,154.05,up-going
2.81,125.916,up-going
4.8,25.458,down-going
2.75,149.082,up-going
4.7,16.85,down-going
5.38,35.599,down-going
2.85,93.41,up-going
3.22,108.86,up-going
3.04,118.048,up-going
3.21,110.028,up-going
2.91,107.893,up-going
2.86,96.865,up-going
2.76,102.823,up-going
5.01,71.023,down-going
3.17,86.625,down-going
5.05,30.373,down-going
2.58,159.333,up-going
2.96,98.692,up-going
2.75,92.698,up-going
4.81,58.049,down-going
2.8,119.98,up-going
2.99,136.209,up-going
5.19,36.276,down-going
5.0,35.902,down-going
1.66,95.147,up-going
4.67,66.14,down-going
3.17,133.872,up-going
3.07,101.069,up-going
2.99,93.231,up-going
2.91,90.164,up-going
2.68,117.495,up-going
3.0,88.262,down-going
3.38,94.343,up-going
2.93,124.801,up-going
3.15,98.74,up-going
4.99,53.075,down-going
2.81,160.918,up-going
2.9,118.044,up-going
2.87,148.482,up-going
3.21,91.762,up-going
2.68,152.312,up-going
5.1,33.39,down-going
3.16,128.876,up-going
4.51,25.241,down-going
2.7,170.679,up-going
2.93,161.319,up-going
4.56,71.521,down-going
2.88,96.793,up-going
4.68,15.564,down-going
3.02,95.504,up-going
3.7,102.24,up-going
5.39,46.917,down-going
3.02,111.51,up-going
2.75,127.05,up-going
2.77,114.332,up-going
3.08,127.013,up-going
2.57,143.465,up-going
3.05,92.558,up-going
2.96,105.453,up-going
3.26,103.069,up-going
2.88,107.951,up-going
4.72,43.867,down-going
4.15,78.911,down-going
3.15,92.506,up-going
3.07,94.441,up-going
4.49,20.569,down-going
3.95,79.831,down-going
2.89,93.249,up-going
4.21,73.772,down-going
2.88,91.49,up-going
3.02,91.793,up-going
2.93,112.046,up-going
3.48,132.331,up-going
3.12,82.434,down-going
2.91,127.852,up-going
2.85,142.454,up-going
3.74,80.516,down-going
2.89,98.851,up-going
3.1,91.427,up-going
4.21,79.809,down-going
2.6,98.931,up-going
5.29,30.223,down-going
5.21,26.95,down-going
2.97,128.396,up-going
5.24,39.333,down-going
2.74,148.868,up-going
3.19,94.222,up-going
3.33,103.699,up-going
5.54,49.871,down-going
3.14,126.776,up-going
4.8,23.858,down-going
3.28,121.595,up-going
2.79,110.753,up-going
4.94,62.391,down-going
5.11,22.061,down-going
2.9,120.485,up-going
2.73,134.731,up-going
